#Subj:	11353
#Run:	8
#Age:	15
#Gender:	female
#30-Dec-2014
DEV	   8	 442	   8	   0	7.389495e-001	  69	  69	7.805373e-001	5.414609e+001	 438	 102	 101	  97	 114	fear	fear_4.png	
DEV	   8	 443	   8	   0	3.887907e+000	  68	  68	7.324124e-001	4.974127e+001	 628	 102	 101	  97	 114	fear	fear_19.png	
DEV	   8	 444	   8	   0	7.103546e+000	  69	  69	7.282302e-001	5.027810e+001	 645	 102	 101	  97	 114	fear	fear_13.png	
DEV	   8	 445	   8	   0	1.020248e+001	  75	  75	7.324124e-001	5.486815e+001	 628	 102	 101	  97	 114	fear	fear_2.png	
DEV	   8	 446	   8	   0	1.361805e+001	  69	  69	6.694482e-001	4.601788e+001	 894	 102	 101	  97	 114	fear	fear_9.png	
DEV	   8	 447	   8	   0	1.678363e+001	  77	   0	7.284756e-001	5.611743e+001	 644	 102	 101	  97	 114	fear	fear_15.png	
DEV	   8	 448	   8	   0	2.074901e+001	  80	  80	5.950847e-001	4.744314e+001	1244	 102	 101	  97	 114	fear	fear_1.png	
DEV	   8	 449	   8	   0	2.466438e+001	  82	  82	5.482686e-001	4.491979e+001	1493	 102	 101	  97	 114	fear	fear_3.png	
DEV	   8	 450	   8	   0	2.989600e+001	  84	   0	3.628922e-001	3.050089e+001	2959	 102	 101	  97	 114	fear	fear_17.png	
DEV	   8	 451	   8	   0	3.382804e+001	  76	   0	5.280139e-001	4.036668e+001	1610	 102	 101	  97	 114	fear	fear_5.png	
DEV	   8	 452	   8	   0	3.769344e+001	  75	  75	6.053009e-001	4.567551e+001	1193	 102	 101	  97	 114	fear	fear_21.png	
DEV	   8	 453	   8	   0	4.149219e+001	  79	  79	5.698215e-001	4.523081e+001	1375	 102	 101	  97	 114	fear	fear_16.png	
DEV	   8	 454	   8	   0	4.565757e+001	  76	   0	5.308886e-001	4.054723e+001	1593	 102	 101	  97	 114	fear	fear_7.png	
DEV	   8	 455	   8	   0	4.962286e+001	  75	  75	5.696340e-001	4.294014e+001	1376	 102	 101	  97	 114	fear	fear_20.png	
DEV	   8	 456	   8	   0	5.328832e+001	  73	  73	5.666462e-001	4.162513e+001	1392	 102	 101	  97	 114	fear	fear_14.png	
DEV	   8	 457	   8	   0	5.727035e+001	  73	  73	5.634947e-001	4.087573e+001	1409	 102	 101	  97	 114	fear	fear_6.png	
DEV	   8	 458	   8	   0	6.151893e+001	  73	   0	5.339575e-001	3.913767e+001	1575	 102	 101	  97	 114	fear	fear_12.png	
DEV	   8	 459	   8	   0	6.496779e+001	  76	   0	6.194618e-001	4.713353e+001	1124	 102	 101	  97	 114	fear	fear_10.png	
DEV	   8	 460	   8	   0	7.051598e+001	  79	  79	3.797414e-001	2.982024e+001	2773	 102	 101	  97	 114	fear	fear_8.png	
DEV	   8	 461	   8	   0	7.579757e+001	  86	  86	3.675655e-001	3.157518e+001	2906	 102	 101	  97	 114	fear	fear_11.png	
DEV	   8	 462	   8	   0	8.121247e+001	  86	   0	3.645567e-001	3.135092e+001	2940	 102	 101	  97	 114	fear	fear_18.png	
DEV	   8	 463	   8	   0	8.487792e+001	  72	   0	5.764333e-001	4.162255e+001	1340	 102	 101	  97	 114	fear	fear_17.png	
DEV	   8	 464	   8	   0	8.792692e+001	  71	  71	8.108320e-001	5.781633e+001	 323	 102	 101	  97	 114	fear	fear_16.png	
DEV	   8	 465	   8	   0	9.064270e+001	  64	  64	8.196769e-001	5.244051e+001	 290	 102	 101	  97	 114	fear	fear_5.png	
DEV	   8	 466	   8	   0	9.350845e+001	  74	  74	8.204842e-001	6.067210e+001	 287	 102	 101	  97	 114	fear	fear_8.png	
DEV	   8	 467	   8	   0	9.659073e+001	  67	  67	8.153803e-001	5.474249e+001	 306	 102	 101	  97	 114	fear	fear_21.png	
DEV	   8	 468	   8	   0	9.928986e+001	  74	  74	8.242588e-001	6.083346e+001	 273	 102	 101	  97	 114	fear	fear_1.png	
DEV	   8	 469	   8	   0	1.019890e+002	  66	  66	8.108320e-001	5.376217e+001	 323	 102	 101	  97	 114	fear	fear_20.png	
DEV	   8	 470	   8	   0	1.047214e+002	  65	  65	8.020535e-001	5.183065e+001	 356	 102	 101	  97	 114	fear	fear_3.png	
DEV	   8	 471	   8	   0	1.076205e+002	  68	  68	8.036446e-001	5.429861e+001	 350	 102	 101	  97	 114	fear	fear_19.png	
DEV	   8	 472	   8	   0	1.105861e+002	  68	  68	8.065674e-001	5.521771e+001	 339	 102	 101	  97	 114	fear	fear_2.png	
DEV	   8	 473	   8	   0	1.135852e+002	  70	   0	7.463357e-001	5.260432e+001	 572	 102	 101	  97	 114	fear	fear_6.png	
DEV	   8	 474	   8	   0	1.163676e+002	  69	  69	8.156484e-001	5.638367e+001	 305	 102	 101	  97	 114	fear	fear_7.png	
DEV	   8	 475	   8	   0	1.190667e+002	  66	  66	8.110991e-001	5.377195e+001	 322	 102	 101	  97	 114	fear	fear_13.png	
DEV	   8	 476	   8	   0	1.221490e+002	  72	  72	7.894063e-001	5.689011e+001	 404	 102	 101	  97	 114	fear	fear_15.png	
DEV	   8	 477	   8	   0	1.249981e+002	  76	  76	7.592082e-001	5.775619e+001	 521	 102	 101	  97	 114	fear	fear_11.png	
DEV	   8	 478	   8	   0	1.279138e+002	  72	  72	8.070996e-001	5.846700e+001	 337	 102	 101	  97	 114	fear	fear_4.png	
DEV	   8	 479	   8	   0	1.309461e+002	  70	   0	7.511102e-001	5.282780e+001	 553	 102	 101	  97	 114	fear	fear_18.png	
DEV	   8	 480	   8	   0	1.338785e+002	  67	  67	8.161847e-001	5.477212e+001	 303	 102	 101	  97	 114	fear	fear_9.png	
DEV	   8	 481	   8	   0	1.373108e+002	  76	   0	6.238488e-001	4.739508e+001	1103	 102	 101	  97	 114	fear	fear_10.png	
DEV	   8	 482	   8	   0	1.425090e+002	  78	  78	3.999788e-001	3.116608e+001	2568	 102	 101	  97	 114	fear	fear_12.png	
DEV	   8	 483	   8	   0	1.474907e+002	  82	   0	4.016429e-001	3.288260e+001	2552	 102	 101	  97	 114	fear	fear_14.png	
DEV	   8	 484	   8	   0	1.529056e+002	  86	   0	3.739812e-001	3.205195e+001	2835	 102	 101	  97	 114	fear	fear_17.png	
DEV	   8	 485	   8	   0	1.559879e+002	  66	  66	8.164530e-001	5.396553e+001	 302	 102	 101	  97	 114	fear	fear_11.png	
DEV	   8	 486	   8	   0	1.589869e+002	  66	  66	8.119006e-001	5.380122e+001	 319	 102	 101	  97	 114	fear	fear_1.png	
DEV	   8	 487	   8	   0	1.619359e+002	  74	  74	7.988780e-001	5.890562e+001	 368	 102	 101	  97	 114	fear	fear_12.png	
DEV	   8	 488	   8	   0	1.648183e+002	  70	  70	7.769073e-001	5.476618e+001	 452	 102	 101	  97	 114	fear	fear_13.png	
DEV	   8	 489	   8	   0	1.678173e+002	  72	  72	8.121679e-001	5.868397e+001	 318	 102	 101	  97	 114	fear	fear_14.png	
DEV	   8	 490	   8	   0	1.710329e+002	  66	  66	7.813168e-001	5.183559e+001	 435	 102	 101	  97	 114	fear	fear_7.png	
DEV	   8	 491	   8	   0	1.738153e+002	  72	  72	8.033792e-001	5.750185e+001	 351	 102	 101	  97	 114	fear	fear_2.png	
DEV	   8	 492	   8	   0	1.765478e+002	  67	   0	8.167213e-001	5.479183e+001	 301	 102	 101	  97	 114	fear	fear_20.png	
DEV	   8	 493	   8	   0	1.793302e+002	  73	  73	7.901925e-001	5.771545e+001	 401	 102	 101	  97	 114	fear	fear_19.png	
DEV	   8	 494	   8	   0	1.822792e+002	  67	  67	7.475897e-001	5.042049e+001	 567	 102	 101	  97	 114	fear	fear_18.png	
DEV	   8	 495	   8	   0	1.853283e+002	  72	  72	7.602254e-001	5.476773e+001	 517	 102	 101	  97	 114	fear	fear_8.png	
DEV	   8	 496	   8	   0	1.883439e+002	  73	  73	7.818368e-001	5.732916e+001	 433	 102	 101	  97	 114	fear	fear_16.png	
DEV	   8	 497	   8	   0	1.917428e+002	  70	  70	7.353771e-001	5.134662e+001	 616	 102	 101	  97	 114	fear	fear_6.png	
DEV	   8	 498	   8	   0	1.950250e+002	  74	   0	7.521185e-001	5.588315e+001	 549	 102	 101	  97	 114	fear	fear_9.png	
DEV	   8	 499	   8	   0	1.982740e+002	  75	  75	7.604798e-001	5.706125e+001	 516	 102	 101	  97	 114	fear	fear_4.png	
DEV	   8	 500	   8	   0	2.016728e+002	  75	  75	7.356246e-001	5.503643e+001	 615	 102	 101	  97	 114	fear	fear_3.png	
DEV	   8	 501	   8	   0	2.044053e+002	  71	  71	7.907169e-001	5.615795e+001	 399	 102	 101	  97	 114	fear	fear_15.png	
DEV	   8	 502	   8	   0	2.074376e+002	  73	   0	8.175267e-001	5.972648e+001	 298	 102	 101	  97	 114	fear	fear_21.png	
DEV	   8	 503	   8	   0	2.107199e+002	  70	  70	7.035829e-001	4.909072e+001	 747	 102	 101	  97	 114	fear	fear_10.png	
DEV	   8	 504	   8	   0	2.140521e+002	  76	   0	6.801803e-001	5.199348e+001	 847	 102	 101	  97	 114	fear	fear_5.png	
