#Subj:	11255
#Run:	8
#Age:	27
#Gender:	female
#18-Mar-2014
DEV	   8	 442	   8	   0	4.004235e+000	  84	  84	3.034311e-001	2.545868e+001	3704	 115	  99	 114	  97	 109	scram	scram_11.png	
DEV	   8	 443	   8	   0	6.936630e+000	  71	  71	7.508582e-001	5.356693e+001	 554	 115	  99	 114	  97	 109	scram	scram_7.png	
DEV	   8	 444	   8	   0	1.050206e+001	  77	  77	6.272153e-001	4.822215e+001	1087	 115	  99	 114	  97	 109	scram	scram_19.png	
DEV	   8	 445	   8	   0	1.436747e+001	  76	   0	5.585378e-001	4.226282e+001	1436	 115	  99	 114	  97	 109	scram	scram_20.png	
DEV	   8	 446	   8	   0	1.878267e+001	  74	   0	4.848092e-001	3.566787e+001	1884	 115	  99	 114	  97	 109	scram	scram_1.png	
DEV	   8	 447	   8	   0	2.368106e+001	  85	   0	4.051168e-001	3.434104e+001	2519	 115	  99	 114	  97	 109	scram	scram_16.png	
DEV	   8	 448	   8	   0	2.961246e+001	  79	  79	3.269153e-001	2.588678e+001	3399	 115	  99	 114	  97	 109	scram	scram_4.png	
DEV	   8	 449	   8	   0	3.304471e+001	  73	   0	6.244784e-001	4.555908e+001	1100	 115	  99	 114	  97	 109	scram	scram_9.png	
DEV	   8	 450	   8	   0	3.809299e+001	  77	   0	4.003936e-001	3.079310e+001	2564	 115	  99	 114	  97	 109	scram	scram_13.png	
DEV	   8	 451	   8	   0	4.444092e+001	  79	   0	3.180204e-001	2.527043e+001	3514	 115	  99	 114	  97	 109	scram	scram_14.png	
DEV	   8	 452	   8	   0	4.752322e+001	  71	   0	7.516142e-001	5.360286e+001	 551	 115	  99	 114	  97	 109	scram	scram_12.png	
DEV	   8	 453	   8	   0	5.105543e+001	  76	   0	6.456655e-001	4.932220e+001	1001	 115	  99	 114	  97	 109	scram	scram_18.png	
DEV	   8	 454	   8	   0	5.538733e+001	  82	  82	5.200217e-001	4.246273e+001	1658	 115	  99	 114	  97	 109	scram	scram_8.png	
DEV	   8	 455	   8	   0	6.006910e+001	  81	  81	4.607090e-001	3.741498e+001	2055	 115	  99	 114	  97	 109	scram	scram_2.png	
DEV	   8	 456	   8	   0	6.493418e+001	  75	   0	4.319639e-001	3.239735e+001	2281	 115	  99	 114	  97	 109	scram	scram_6.png	
DEV	   8	 457	   8	   0	7.031573e+001	  81	   0	3.918492e-001	3.180295e+001	2648	 115	  99	 114	  97	 109	scram	scram_21.png	
DEV	   8	 458	   8	   0	7.431442e+001	  81	   0	5.356737e-001	4.352526e+001	1565	 115	  99	 114	  97	 109	scram	scram_15.png	
DEV	   8	 459	   8	   0	7.917950e+001	  81	   0	4.202839e-001	3.418173e+001	2381	 115	  99	 114	  97	 109	scram	scram_5.png	
DEV	   8	 460	   8	   0	8.241176e+001	  74	  74	7.526231e-001	5.590858e+001	 547	 115	  99	 114	  97	 109	scram	scram_17.png	
DEV	   8	 461	   8	   0	8.604390e+001	  71	  71	6.577766e-001	4.674228e+001	 946	 115	  99	 114	  97	 109	scram	scram_3.png	
DEV	   8	 462	   8	   0	9.004259e+001	  80	  80	5.821806e-001	4.660874e+001	1310	 115	  99	 114	  97	 109	scram	scram_10.png	
DEV	   8	 463	   8	   0	9.412469e+001	  78	  78	5.136624e-001	3.997307e+001	1697	 115	  99	 114	  97	 109	scram	scram_13.png	
DEV	   8	 464	   8	   0	9.857312e+001	  84	   0	4.735534e-001	3.971614e+001	1962	 115	  99	 114	  97	 109	scram	scram_2.png	
DEV	   8	 465	   8	   0	1.036715e+002	  80	   0	4.162243e-001	3.348369e+001	2417	 115	  99	 114	  97	 109	scram	scram_11.png	
DEV	   8	 466	   8	   0	1.091530e+002	  78	   0	3.556689e-001	2.784049e+001	3043	 115	  99	 114	  97	 109	scram	scram_5.png	
DEV	   8	 467	   8	   0	1.127351e+002	  69	  69	6.692217e-001	4.600651e+001	 895	 115	  99	 114	  97	 109	scram	scram_7.png	
DEV	   8	 468	   8	   0	1.168004e+002	  77	  77	5.413943e-001	4.174504e+001	1532	 115	  99	 114	  97	 109	scram	scram_9.png	
DEV	   8	 469	   8	   0	1.215655e+002	  83	   0	4.263990e-001	3.545788e+001	2328	 115	  99	 114	  97	 109	scram	scram_12.png	
DEV	   8	 470	   8	   0	1.276969e+002	  86	  86	3.158673e-001	2.701546e+001	3542	 115	  99	 114	  97	 109	scram	scram_3.png	
DEV	   8	 471	   8	   0	1.311957e+002	  74	  74	7.248018e-001	5.374046e+001	 659	 115	  99	 114	  97	 109	scram	scram_17.png	
DEV	   8	 472	   8	   0	1.351944e+002	  82	   0	5.434964e-001	4.459530e+001	1520	 115	  99	 114	  97	 109	scram	scram_1.png	
DEV	   8	 473	   8	   0	1.402761e+002	  84	   0	4.133383e-001	3.452587e+001	2443	 115	  99	 114	  97	 109	scram	scram_16.png	
DEV	   8	 474	   8	   0	1.461908e+002	  81	   0	3.488101e-001	2.842563e+001	3125	 115	  99	 114	  97	 109	scram	scram_14.png	
DEV	   8	 475	   8	   0	1.505893e+002	  73	  73	5.370525e-001	3.932186e+001	1557	 115	  99	 114	  97	 109	scram	scram_4.png	
DEV	   8	 476	   8	   0	1.553544e+002	  77	  77	4.268674e-001	3.292998e+001	2324	 115	  99	 114	  97	 109	scram	scram_21.png	
DEV	   8	 477	   8	   0	1.611859e+002	  85	   0	3.559232e-001	3.034901e+001	3040	 115	  99	 114	  97	 109	scram	scram_18.png	
DEV	   8	 478	   8	   0	1.676837e+002	  80	   0	3.070415e-001	2.450050e+001	3657	 115	  99	 114	  97	 109	scram	scram_19.png	
