#Subj:	11305
#Run:	8
#Age:	26
#Gender:	male
#25-Aug-2014
DEV	   8	 442	   8	   0	9.556022e-001	  69	  69	7.257798e-001	5.016269e+001	 655	 115	  99	 114	  97	 109	scram	scram_11.png	
DEV	   8	 443	   8	   0	4.554361e+000	  76	  76	5.883924e-001	4.465805e+001	1278	 115	  99	 114	  97	 109	scram	scram_7.png	
DEV	   8	 444	   8	   0	1.015253e+001	  87	  87	3.444652e-001	2.984128e+001	3178	 115	  99	 114	  97	 109	scram	scram_19.png	
DEV	   8	 445	   8	   0	1.425116e+001	  83	   0	5.086928e-001	4.219517e+001	1728	 115	  99	 114	  97	 109	scram	scram_20.png	
DEV	   8	 446	   8	   0	1.711690e+001	  71	  71	7.917665e-001	5.620362e+001	 395	 115	  99	 114	  97	 109	scram	scram_1.png	
DEV	   8	 447	   8	   0	1.981601e+001	  73	  73	7.962387e-001	5.798897e+001	 378	 115	  99	 114	  97	 109	scram	scram_16.png	
DEV	   8	 448	   8	   0	2.268173e+001	  66	  66	7.920291e-001	5.225488e+001	 394	 115	  99	 114	  97	 109	scram	scram_4.png	
DEV	   8	 449	   8	   0	2.541416e+001	  67	  67	7.745806e-001	5.156412e+001	 461	 115	  99	 114	  97	 109	scram	scram_9.png	
DEV	   8	 450	   8	   0	2.822990e+001	  75	  75	7.925544e-001	5.940802e+001	 392	 115	  99	 114	  97	 109	scram	scram_13.png	
DEV	   8	 451	   8	   0	3.144555e+001	  71	  71	7.792394e-001	5.564869e+001	 443	 115	  99	 114	  97	 109	scram	scram_14.png	
DEV	   8	 452	   8	   0	3.429458e+001	  69	  69	7.965024e-001	5.481477e+001	 377	 115	  99	 114	  97	 109	scram	scram_12.png	
DEV	   8	 453	   8	   0	3.726024e+001	  75	  75	7.663516e-001	5.735549e+001	 493	 115	  99	 114	  97	 109	scram	scram_18.png	
DEV	   8	 454	   8	   0	4.032592e+001	  72	  72	7.922917e-001	5.701871e+001	 393	 115	  99	 114	  97	 109	scram	scram_8.png	
DEV	   8	 455	   8	   0	4.325829e+001	  67	  67	8.009940e-001	5.339445e+001	 360	 115	  99	 114	  97	 109	scram	scram_2.png	
DEV	   8	 456	   8	   0	4.615734e+001	  66	  66	7.967661e-001	5.243522e+001	 376	 115	  99	 114	  97	 109	scram	scram_6.png	
DEV	   8	 457	   8	   0	4.920637e+001	  70	  70	7.967661e-001	5.562229e+001	 376	 115	  99	 114	  97	 109	scram	scram_21.png	
DEV	   8	 458	   8	   0	5.205542e+001	  71	  71	7.709720e-001	5.450019e+001	 475	 115	  99	 114	  97	 109	scram	scram_15.png	
DEV	   8	 459	   8	   0	5.483781e+001	  74	  74	8.012588e-001	5.901335e+001	 359	 115	  99	 114	  97	 109	scram	scram_5.png	
DEV	   8	 460	   8	   0	5.782019e+001	  75	  75	8.015236e-001	5.982681e+001	 358	 115	  99	 114	  97	 109	scram	scram_17.png	
DEV	   8	 461	   8	   0	6.076920e+001	  66	   0	8.102981e-001	5.374260e+001	 325	 115	  99	 114	  97	 109	scram	scram_3.png	
DEV	   8	 462	   8	   0	6.378488e+001	  74	  74	7.928171e-001	5.862764e+001	 391	 115	  99	 114	  97	 109	scram	scram_10.png	
DEV	   8	 463	   8	   0	6.653396e+001	  66	  66	7.849624e-001	5.198002e+001	 421	 115	  99	 114	  97	 109	scram	scram_13.png	
DEV	   8	 464	   8	   0	6.956636e+001	  67	   0	7.376074e-001	4.923890e+001	 607	 115	  99	 114	  97	 109	scram	scram_2.png	
DEV	   8	 465	   8	   0	7.479799e+001	  84	   0	3.960782e-001	3.328441e+001	2606	 115	  99	 114	  97	 109	scram	scram_11.png	
DEV	   8	 466	   8	   0	7.754702e+001	  68	  68	7.972937e-001	5.404970e+001	 374	 115	  99	 114	  97	 109	scram	scram_5.png	
DEV	   8	 467	   8	   0	8.052936e+001	  71	  71	8.017885e-001	5.663185e+001	 357	 115	  99	 114	  97	 109	scram	scram_7.png	
DEV	   8	 468	   8	   0	8.347840e+001	  76	  76	7.714867e-001	5.838086e+001	 473	 115	  99	 114	  97	 109	scram	scram_9.png	
DEV	   8	 469	   8	   0	8.626084e+001	  74	   0	7.886207e-001	5.843213e+001	 407	 115	  99	 114	  97	 109	scram	scram_12.png	
DEV	   8	 470	   8	   0	9.037614e+001	  82	  82	5.317384e-001	4.379097e+001	1588	 115	  99	 114	  97	 109	scram	scram_3.png	
DEV	   8	 471	   8	   0	9.410826e+001	  78	  78	6.557783e-001	5.122649e+001	 955	 115	  99	 114	  97	 109	scram	scram_17.png	
DEV	   8	 472	   8	   0	9.895665e+001	  84	  84	4.172322e-001	3.522163e+001	2408	 115	  99	 114	  97	 109	scram	scram_1.png	
DEV	   8	 473	   8	   0	1.055544e+002	  89	   0	2.786029e-001	2.468359e+001	4021	 115	  99	 114	  97	 109	scram	scram_16.png	
DEV	   8	 474	   8	   0	1.084702e+002	  69	  69	8.474180e-001	5.837839e+001	 188	 115	  99	 114	  97	 109	scram	scram_14.png	
DEV	   8	 475	   8	   0	1.130520e+002	  78	   0	4.968250e-001	3.887976e+001	1804	 115	  99	 114	  97	 109	scram	scram_4.png	
DEV	   8	 476	   8	   0	1.158511e+002	  72	  72	7.847016e-001	5.667796e+001	 422	 115	  99	 114	  97	 109	scram	scram_21.png	
DEV	   8	 477	   8	   0	1.190667e+002	  68	  68	7.738062e-001	5.230634e+001	 464	 115	  99	 114	  97	 109	scram	scram_18.png	
