#Subj:	11338
#Run:	8
#Age:	14
#Gender:	male
#10-Nov-2014
DEV	   8	 442	   8	   0	1.905213e+000	  74	  74	5.288570e-001	3.936196e+001	1605	 115	  99	 114	  97	 109	scram	scram_11.png	
DEV	   8	 443	   8	   0	5.170802e+000	  74	  74	6.579990e-001	4.872809e+001	 945	 115	  99	 114	  97	 109	scram	scram_7.png	
DEV	   8	 444	   8	   0	1.001918e+001	  84	  84	4.149986e-001	3.505970e+001	2428	 115	  99	 114	  97	 109	scram	scram_19.png	
DEV	   8	 445	   8	   0	1.330143e+001	  79	   0	6.656090e-001	5.248067e+001	 911	 115	  99	 114	  97	 109	scram	scram_20.png	
DEV	   8	 446	   8	   0	1.720016e+001	  78	  78	5.601835e-001	4.348406e+001	1427	 115	  99	 114	  97	 109	scram	scram_1.png	
DEV	   8	 447	   8	   0	1.983261e+001	  72	  72	8.140407e-001	5.876312e+001	 311	 115	  99	 114	  97	 109	scram	scram_16.png	
DEV	   8	 448	   8	   0	2.489761e+001	  77	  77	3.974045e-001	3.059838e+001	2593	 115	  99	 114	  97	 109	scram	scram_4.png	
DEV	   8	 449	   8	   0	2.822985e+001	  71	  71	6.329434e-001	4.476853e+001	1060	 115	  99	 114	  97	 109	scram	scram_9.png	
DEV	   8	 450	   8	   0	3.439447e+001	  89	   0	3.004283e-001	2.673537e+001	3743	 115	  99	 114	  97	 109	scram	scram_13.png	
DEV	   8	 451	   8	   0	4.062576e+001	  84	   0	3.222618e-001	2.717644e+001	3459	 115	  99	 114	  97	 109	scram	scram_14.png	
DEV	   8	 452	   8	   0	4.445784e+001	  75	  75	5.726428e-001	4.312264e+001	1360	 115	  99	 114	  97	 109	scram	scram_12.png	
DEV	   8	 453	   8	   0	4.893984e+001	  83	  83	4.669851e-001	3.878001e+001	2009	 115	  99	 114	  97	 109	scram	scram_18.png	
DEV	   8	 454	   8	   0	5.238857e+001	  75	  75	6.967175e-001	5.223354e+001	 776	 115	  99	 114	  97	 109	scram	scram_8.png	
DEV	   8	 455	   8	   0	5.705370e+001	  76	  76	4.557683e-001	3.479570e+001	2092	 115	  99	 114	  97	 109	scram	scram_2.png	
DEV	   8	 456	   8	   0	6.103572e+001	  73	  73	5.545429e-001	4.035374e+001	1458	 115	  99	 114	  97	 109	scram	scram_6.png	
DEV	   8	 457	   8	   0	6.438461e+001	  72	  72	7.209011e-001	5.209382e+001	 675	 115	  99	 114	  97	 109	scram	scram_21.png	
